,6,-96
12945520,15,-62
12945521,15,-82
12945522,6,-92
12945523,6,-77
12945524,80,-93
12945525,15,-69
12945526,15,-95
12945527,15,-88
12945528,6,-86
12945529,6,-79
12945530,6,-85
12945531,6,-75
12945532,80,-98
12945533,80,-75
12945534,15,-82
12945535,15,-62
12945536,6,-69
12945537,6,-74
12945538,6,-92
12945539,15,-80
12945540,80,-84
12945541,6,-84
12945542,6,-91
12945543,80,-76
12945544,80,-85
12945545,15,-76
12945546,6,-78
12945547,6,-77
12945548,6,-87
12945549,6,-85
12945550,80,-94
12945551,15,-86
12945552,15,-77
12945553,6,-99
12945554,6,-78
12945555,6,-72
12945556,6,-78
12945557,6,-84
12945558,80,-92
12945559,80,-84
12945560,15,-85
12945561,15,-72
12945562,15,-65
12945563,6,-82
12945564,6,-61
12945565,6,-78
12945566,6,-89
12945567,15,-82
12945568,15,
